File,Frames,Frame Time,Total Duration (seconds)
104/104_46.bvh,2783,0.0083333,23.1915739
104/104_47.bvh,1694,0.0083333,14.1166102
104/104_53.bvh,299,0.0083333,2.4916567
104/104_45.bvh,2207,0.0083333,18.3915931
104/104_51.bvh,1382,0.0083333,11.5166206
104/104_50.bvh,3205,0.0083333,26.7082265
104/104_44.bvh,1087,0.0083333,9.0582971
104/104_23.bvh,1834,0.0083333,15.2832722
104/104_37.bvh,150,0.0083333,1.249995
104/104_36.bvh,2315,0.0083333,19.2915895
104/104_22.bvh,1838,0.0083333,15.3166054
104/104_34.bvh,1115,0.0083333,9.2916295
104/104_20.bvh,701,0.0083333,5.8416433
104/104_08.bvh,314,0.0083333,2.6166562
104/104_09.bvh,349,0.0083333,2.9083217
104/104_21.bvh,789,0.0083333,6.5749737
104/104_35.bvh,1074,0.0083333,8.9499642
104/104_19.bvh,921,0.0083333,7.6749693
104/104_31.bvh,1287,0.0083333,10.7249571
104/104_25.bvh,2451,0.0083333,20.4249183
104/104_24.bvh,1896,0.0083333,15.7999368
104/104_30.bvh,1365,0.0083333,11.3749545
104/104_18.bvh,670,0.0083333,5.583311
104/104_26.bvh,1100,0.0083333,9.16663
104/104_32.bvh,1565,0.0083333,13.0416145
104/104_33.bvh,1486,0.0083333,12.383283800000001
104/104_27.bvh,2434,0.0083333,20.2832522
103/103_08.bvh,557,0.0083333,4.6416481
103/103_02.bvh,1492,0.0083333,12.4332836
103/103_03.bvh,442,0.0083333,3.6833186
103/103_01.bvh,21,0.0083333,0.1749993
103/103_04.bvh,506,0.0083333,4.2166498
103/103_05.bvh,546,0.0083333,4.5499818
103/103_07.bvh,236,0.0083333,1.9666588
103/103_06.bvh,402,0.0083333,3.3499866
03/03_01.bvh,432,0.0083333,3.5999856
03/03_02.bvh,365,0.0083333,3.0416545
03/03_03.bvh,4563,0.0083333,38.0248479
03/03_04.bvh,4722,0.0083333,39.3498426
32/32_14.bvh,2667,0.0083333,22.2249111
32/32_15.bvh,3627,0.0083333,30.2248791
32/32_01.bvh,482,0.0083333,4.0166506
32/32_17.bvh,3312,0.0083333,27.5998896
32/32_03.bvh,3238,0.0083333,26.983225400000002
32/32_02.bvh,434,0.0083333,3.6166522
32/32_16.bvh,4390,0.0083333,36.583187
32/32_12.bvh,14704,0.0083333,122.5328432
32/32_06.bvh,7851,0.0083333,65.4247383
32/32_07.bvh,3119,0.0083333,25.9915627
32/32_13.bvh,3234,0.0083333,26.9498922
32/32_05.bvh,3648,0.0083333,30.3998784
32/32_11.bvh,14684,0.0083333,122.3661772
32/32_10.bvh,7942,0.0083333,66.1830686
32/32_04.bvh,2310,0.0083333,19.249923
32/32_09.bvh,3736,0.0083333,31.133208800000002
32/32_21.bvh,2038,0.0083333,16.9832654
32/32_20.bvh,3555,0.0083333,29.6248815
32/32_08.bvh,2240,0.0083333,18.666592
32/32_22.bvh,2847,0.0083333,23.7249051
32/32_18.bvh,3032,0.0083333,25.2665656
32/32_19.bvh,2311,0.0083333,19.2582563
35/35_21.bvh,161,0.0083333,1.3416613
35/35_09.bvh,384,0.0083333,3.1999872
35/35_08.bvh,455,0.0083333,3.7916515
35/35_20.bvh,163,0.0083333,1.3583279
35/35_34.bvh,415,0.0083333,3.4583195
35/35_22.bvh,167,0.0083333,1.3916611
35/35_23.bvh,162,0.0083333,1.3499946
35/35_27.bvh,9807,0.0083333,81.7246731
35/35_33.bvh,421,0.0083333,3.5083193
35/35_32.bvh,392,0.0083333,3.2666536
35/35_26.bvh,138,0.0083333,1.1499954000000001
35/35_18.bvh,175,0.0083333,1.4583275
35/35_30.bvh,412,0.0083333,3.4333196
35/35_24.bvh,150,0.0083333,1.249995
35/35_25.bvh,165,0.0083333,1.3749945000000001
35/35_31.bvh,421,0.0083333,3.5083193
35/35_19.bvh,160,0.0083333,1.333328
35/35_14.bvh,411,0.0083333,3.4249863
35/35_28.bvh,417,0.0083333,3.4749861
35/35_29.bvh,497,0.0083333,4.1416501
35/35_01.bvh,358,0.0083333,2.9833214
35/35_15.bvh,406,0.0083333,3.3833198
35/35_03.bvh,427,0.0083333,3.5583191
35/35_17.bvh,167,0.0083333,1.3916611
35/35_16.bvh,443,0.0083333,3.6916519
35/35_02.bvh,406,0.0083333,3.3833198
35/35_06.bvh,438,0.0083333,3.6499854
35/35_12.bvh,397,0.0083333,3.3083201
35/35_13.bvh,454,0.0083333,3.7833182
35/35_07.bvh,360,0.0083333,2.999988
35/35_11.bvh,385,0.0083333,3.2083205
35/35_05.bvh,427,0.0083333,3.5583191
35/35_04.bvh,433,0.0083333,3.6083189
35/35_10.bvh,432,0.0083333,3.5999856
102/102_14.bvh,196,0.0083333,1.6333268
102/102_28.bvh,703,0.0083333,5.8583099
102/102_29.bvh,798,0.0083333,6.6499734
102/102_15.bvh,179,0.0083333,1.4916607
102/102_01.bvh,277,0.0083333,2.3083241
102/102_17.bvh,176,0.0083333,1.4666608
102/102_03.bvh,152,0.0083333,1.2666616
102/102_02.bvh,174,0.0083333,1.4499942000000001
102/102_16.bvh,213,0.0083333,1.7749929
102/102_12.bvh,171,0.0083333,1.4249943
102/102_06.bvh,141,0.0083333,1.1749953
102/102_07.bvh,112,0.0083333,0.9333296
102/102_13.bvh,152,0.0083333,1.2666616
102/102_05.bvh,109,0.0083333,0.9083297
102/102_11.bvh,174,0.0083333,1.4499942000000001
102/102_10.bvh,97,0.0083333,0.8083301
102/102_04.bvh,167,0.0083333,1.3916611
102/102_21.bvh,519,0.0083333,4.3249827
102/102_09.bvh,46,0.0083333,0.3833318
102/102_08.bvh,140,0.0083333,1.166662
102/102_20.bvh,606,0.0083333,5.0499798
102/102_22.bvh,246,0.0083333,2.0499918
102/102_23.bvh,356,0.0083333,2.9666548
102/102_33.bvh,220,0.0083333,1.833326
102/102_27.bvh,171,0.0083333,1.4249943
102/102_26.bvh,448,0.0083333,3.7333184
102/102_32.bvh,305,0.0083333,2.5416565
102/102_18.bvh,230,0.0083333,1.9166590000000001
102/102_24.bvh,326,0.0083333,2.7166558
102/102_30.bvh,214,0.0083333,1.7833262
102/102_31.bvh,229,0.0083333,1.9083257
102/102_25.bvh,296,0.0083333,2.4666568
102/102_19.bvh,226,0.0083333,1.8833258
69/69_67.bvh,636,0.0083333,5.2999788
69/69_73.bvh,1091,0.0083333,9.0916303
69/69_72.bvh,1133,0.0083333,9.4416289
69/69_66.bvh,583,0.0083333,4.8583139
69/69_58.bvh,751,0.0083333,6.2583083
69/69_70.bvh,1044,0.0083333,8.6999652
69/69_64.bvh,550,0.0083333,4.583315
69/69_65.bvh,665,0.0083333,5.5416445
69/69_71.bvh,1318,0.0083333,10.9832894
69/69_59.bvh,705,0.0083333,5.8749765
69/69_75.bvh,1101,0.0083333,9.1749633
69/69_61.bvh,631,0.0083333,5.2583123
69/69_49.bvh,5690,0.0083333,47.416477
69/69_48.bvh,5021,0.0083333,41.8414993
69/69_60.bvh,646,0.0083333,5.3833118
69/69_74.bvh,982,0.0083333,8.1833006
69/69_62.bvh,656,0.0083333,5.4666448
69/69_63.bvh,545,0.0083333,4.5416485
69/69_38.bvh,4921,0.0083333,41.0081693
69/69_04.bvh,426,0.0083333,3.5499858
69/69_10.bvh,5745,0.0083333,47.8748085
69/69_11.bvh,4960,0.0083333,41.333168
69/69_05.bvh,453,0.0083333,3.7749849
69/69_39.bvh,4480,0.0083333,37.333184
69/69_13.bvh,4750,0.0083333,39.583175
69/69_07.bvh,5240,0.0083333,43.666492
69/69_06.bvh,5213,0.0083333,43.4414929
69/69_12.bvh,4821,0.0083333,40.1748393
69/69_16.bvh,1128,0.0083333,9.3999624
69/69_02.bvh,343,0.0083333,2.8583219
69/69_03.bvh,430,0.0083333,3.583319
69/69_17.bvh,999,0.0083333,8.324966700000001
69/69_01.bvh,469,0.0083333,3.9083177
69/69_15.bvh,4504,0.0083333,37.5331832
69/69_29.bvh,391,0.0083333,3.2583203
69/69_28.bvh,464,0.0083333,3.8666512
69/69_14.bvh,4918,0.0083333,40.9831694
69/69_19.bvh,1119,0.0083333,9.3249627
69/69_25.bvh,463,0.0083333,3.8583179
69/69_31.bvh,372,0.0083333,3.0999876
69/69_30.bvh,389,0.0083333,3.2416537
69/69_24.bvh,427,0.0083333,3.5583191
69/69_18.bvh,1054,0.0083333,8.7832982
69/69_32.bvh,387,0.0083333,3.2249871
69/69_26.bvh,427,0.0083333,3.5583191
69/69_27.bvh,424,0.0083333,3.5333192
69/69_33.bvh,401,0.0083333,3.3416533
69/69_37.bvh,4335,0.0083333,36.1248555
69/69_23.bvh,560,0.0083333,4.666648
69/69_22.bvh,497,0.0083333,4.1416501
69/69_36.bvh,4599,0.0083333,38.3248467
69/69_20.bvh,548,0.0083333,4.5666484
69/69_34.bvh,4771,0.0083333,39.7581743
69/69_08.bvh,5309,0.0083333,44.2414897
69/69_09.bvh,5106,0.0083333,42.5498298
69/69_35.bvh,4103,0.0083333,34.1915299
69/69_21.bvh,608,0.0083333,5.0666464
69/69_46.bvh,5697,0.0083333,47.4748101
69/69_52.bvh,544,0.0083333,4.5333152
69/69_53.bvh,454,0.0083333,3.7833182
69/69_47.bvh,5293,0.0083333,44.1081569
69/69_51.bvh,626,0.0083333,5.2166458
69/69_45.bvh,4756,0.0083333,39.6331748
69/69_44.bvh,5651,0.0083333,47.0914783
69/69_50.bvh,526,0.0083333,4.3833158
69/69_54.bvh,499,0.0083333,4.1583167
69/69_40.bvh,4649,0.0083333,38.741511700000004
69/69_68.bvh,824,0.0083333,6.8666392
69/69_69.bvh,801,0.0083333,6.6749733
69/69_41.bvh,4700,0.0083333,39.16651
69/69_55.bvh,475,0.0083333,3.9583175
69/69_43.bvh,4966,0.0083333,41.3831678
69/69_57.bvh,615,0.0083333,5.1249795
69/69_56.bvh,771,0.0083333,6.4249743
69/69_42.bvh,5113,0.0083333,42.6081629
56/56_08.bvh,4174,0.0083333,34.7831942
56/56_01.bvh,1506,0.0083333,12.5499498
56/56_03.bvh,6220,0.0083333,51.833126
56/56_02.bvh,3418,0.0083333,28.4832194
56/56_06.bvh,6784,0.0083333,56.5331072
56/56_07.bvh,9420,0.0083333,78.499686
56/56_05.bvh,7359,0.0083333,61.3247547
56/56_04.bvh,6767,0.0083333,56.3914411
105/105_56.bvh,500,0.0083333,4.16665
105/105_42.bvh,560,0.0083333,4.666648
105/105_43.bvh,227,0.0083333,1.8916591
105/105_57.bvh,1177,0.0083333,9.8082941
105/105_41.bvh,503,0.0083333,4.1916499
105/105_55.bvh,467,0.0083333,3.8916511000000003
105/105_54.bvh,678,0.0083333,5.6499774
105/105_40.bvh,469,0.0083333,3.9083177
105/105_44.bvh,338,0.0083333,2.8166554
105/105_50.bvh,663,0.0083333,5.5249779
105/105_51.bvh,484,0.0083333,4.0333172
105/105_45.bvh,371,0.0083333,3.0916543
105/105_53.bvh,555,0.0083333,4.6249815
105/105_47.bvh,469,0.0083333,3.9083177
105/105_46.bvh,322,0.0083333,2.6833226
105/105_52.bvh,509,0.0083333,4.2416497
105/105_09.bvh,5402,0.0083333,45.0164866
105/105_35.bvh,3052,0.0083333,25.4332316
105/105_21.bvh,3870,0.0083333,32.249871
105/105_20.bvh,2774,0.0083333,23.1165742
105/105_34.bvh,2208,0.0083333,18.399926400000002
105/105_08.bvh,3972,0.0083333,33.0998676
105/105_22.bvh,2106,0.0083333,17.5499298
105/105_36.bvh,887,0.0083333,7.3916371000000005
105/105_37.bvh,315,0.0083333,2.6249895
105/105_23.bvh,2668,0.0083333,22.2332444
105/105_27.bvh,2894,0.0083333,24.1165702
105/105_33.bvh,2698,0.0083333,22.4832434
105/105_32.bvh,3724,0.0083333,31.0332092
105/105_26.bvh,2082,0.0083333,17.3499306
105/105_30.bvh,3139,0.0083333,26.1582287
105/105_24.bvh,3804,0.0083333,31.6998732
105/105_18.bvh,3363,0.0083333,28.0248879
105/105_19.bvh,1885,0.0083333,15.7082705
105/105_25.bvh,3137,0.0083333,26.1415621
105/105_31.bvh,1992,0.0083333,16.5999336
105/105_28.bvh,3307,0.0083333,27.5582231
105/105_14.bvh,2769,0.0083333,23.0749077
105/105_01.bvh,2737,0.0083333,22.8082421
105/105_15.bvh,3090,0.0083333,25.749897
105/105_29.bvh,2181,0.0083333,18.1749273
105/105_03.bvh,1865,0.0083333,15.5416045
105/105_17.bvh,1520,0.0083333,12.666616
105/105_16.bvh,1892,0.0083333,15.7666036
105/105_02.bvh,1748,0.0083333,14.5666084
105/105_06.bvh,136,0.0083333,1.1333288
105/105_12.bvh,2222,0.0083333,18.5165926
105/105_13.bvh,2960,0.0083333,24.666568
105/105_07.bvh,2582,0.0083333,21.5165806
105/105_11.bvh,1863,0.0083333,15.5249379
105/105_05.bvh,2700,0.0083333,22.49991
105/105_39.bvh,446,0.0083333,3.7166518
105/105_38.bvh,458,0.0083333,3.8166514
105/105_04.bvh,2162,0.0083333,18.0165946
105/105_10.bvh,3175,0.0083333,26.4582275
105/105_62.bvh,1849,0.0083333,15.4082717
105/105_48.bvh,440,0.0083333,3.666652
105/105_60.bvh,367,0.0083333,3.0583211
105/105_61.bvh,362,0.0083333,3.0166546
105/105_49.bvh,482,0.0083333,4.0166506
105/105_59.bvh,312,0.0083333,2.5999896000000002
105/105_58.bvh,493,0.0083333,4.1083169
133/133_08.bvh,1231,0.0083333,10.2582923
133/133_20.bvh,1091,0.0083333,9.0916303
133/133_21.bvh,786,0.0083333,6.5499738
133/133_09.bvh,1729,0.0083333,14.4082757
133/133_23.bvh,848,0.0083333,7.0666384
133/133_22.bvh,759,0.0083333,6.3249747
133/133_26.bvh,1233,0.0083333,10.2749589
133/133_25.bvh,410,0.0083333,3.416653
133/133_19.bvh,834,0.0083333,6.9499722
133/133_18.bvh,469,0.0083333,3.9083177
133/133_24.bvh,946,0.0083333,7.8833018
133/133_01.bvh,1375,0.0083333,11.4582875
133/133_15.bvh,888,0.0083333,7.3999704
133/133_14.bvh,888,0.0083333,7.3999704
133/133_16.bvh,505,0.0083333,4.2083165000000005
133/133_02.bvh,1434,0.0083333,11.9499522
133/133_03.bvh,1259,0.0083333,10.491624700000001
133/133_17.bvh,577,0.0083333,4.8083141000000005
133/133_13.bvh,1142,0.0083333,9.5166286
133/133_07.bvh,982,0.0083333,8.1833006
133/133_06.bvh,881,0.0083333,7.3416373
133/133_12.bvh,970,0.0083333,8.083301
133/133_04.bvh,783,0.0083333,6.5249739
133/133_10.bvh,1323,0.0083333,11.0249559
133/133_11.bvh,1062,0.0083333,8.8499646
133/133_05.bvh,976,0.0083333,8.1333008
93/93_08.bvh,557,0.0083333,4.6416481
93/93_02.bvh,1492,0.0083333,12.4332836
93/93_03.bvh,442,0.0083333,3.6833186
93/93_01.bvh,21,0.0083333,0.1749993
93/93_04.bvh,506,0.0083333,4.2166498
93/93_05.bvh,546,0.0083333,4.5499818
93/93_07.bvh,236,0.0083333,1.9666588
93/93_06.bvh,402,0.0083333,3.3499866
134/134_15.bvh,258,0.0083333,2.1499914
134/134_01.bvh,357,0.0083333,2.9749881
134/134_14.bvh,474,0.0083333,3.9499842
134/134_02.bvh,263,0.0083333,2.1916579
134/134_03.bvh,399,0.0083333,3.3249867
134/134_07.bvh,302,0.0083333,2.5166566
134/134_13.bvh,441,0.0083333,3.6749853
134/134_12.bvh,368,0.0083333,3.0666544
134/134_06.bvh,299,0.0083333,2.4916567
134/134_10.bvh,342,0.0083333,2.8499886
134/134_04.bvh,191,0.0083333,1.5916603
134/134_05.bvh,324,0.0083333,2.6999892
134/134_11.bvh,341,0.0083333,2.8416553
134/134_08.bvh,260,0.0083333,2.166658
134/134_09.bvh,202,0.0083333,1.6833266
94/94_16.bvh,2031,0.0083333,16.924932300000002
94/94_02.bvh,3341,0.0083333,27.8415553
94/94_03.bvh,3732,0.0083333,31.0998756
94/94_01.bvh,3602,0.0083333,30.0165466
94/94_15.bvh,2211,0.0083333,18.4249263
94/94_14.bvh,2995,0.0083333,24.9582335
94/94_04.bvh,3143,0.0083333,26.1915619
94/94_10.bvh,3457,0.0083333,28.8082181
94/94_11.bvh,4809,0.0083333,40.0748397
94/94_05.bvh,5272,0.0083333,43.9331576
94/94_13.bvh,1995,0.0083333,16.6249335
94/94_07.bvh,2313,0.0083333,19.2749229
94/94_06.bvh,2514,0.0083333,20.9499162
94/94_12.bvh,4500,0.0083333,37.49985
94/94_08.bvh,2749,0.0083333,22.9082417
94/94_09.bvh,3974,0.0083333,33.116534200000004
60/60_08.bvh,3421,0.0083333,28.5082193
60/60_09.bvh,2575,0.0083333,21.4582475
60/60_01.bvh,2242,0.0083333,18.6832586
60/60_15.bvh,2140,0.0083333,17.833262
60/60_14.bvh,1949,0.0083333,16.2416017
60/60_02.bvh,2101,0.0083333,17.5082633
60/60_03.bvh,1830,0.0083333,15.249939
60/60_13.bvh,2271,0.0083333,18.9249243
60/60_07.bvh,2071,0.0083333,17.2582643
60/60_06.bvh,1772,0.0083333,14.7666076
60/60_12.bvh,1690,0.0083333,14.083277
60/60_04.bvh,1871,0.0083333,15.5916043
60/60_10.bvh,1197,0.0083333,9.9749601
60/60_11.bvh,2108,0.0083333,17.5665964
60/60_05.bvh,1678,0.0083333,13.9832774
34/34_02.bvh,1285,0.0083333,10.7082905
34/34_01.bvh,2704,0.0083333,22.5332432
33/33_02.bvh,1285,0.0083333,10.7082905
33/33_01.bvh,2704,0.0083333,22.5332432
05/05_09.bvh,1143,0.0083333,9.524961900000001
05/05_08.bvh,721,0.0083333,6.0083093
05/05_20.bvh,1095,0.0083333,9.1249635
05/05_18.bvh,1829,0.0083333,15.241605700000001
05/05_19.bvh,860,0.0083333,7.166638
05/05_03.bvh,434,0.0083333,3.6166522
05/05_17.bvh,1043,0.0083333,8.6916319
05/05_16.bvh,525,0.0083333,4.3749825
05/05_02.bvh,1123,0.0083333,9.3582959
05/05_14.bvh,642,0.0083333,5.3499786
05/05_01.bvh,598,0.0083333,4.9833134
05/05_15.bvh,540,0.0083333,4.499982
05/05_11.bvh,591,0.0083333,4.9249803
05/05_05.bvh,915,0.0083333,7.6249695
05/05_04.bvh,1199,0.0083333,9.9916267
05/05_10.bvh,817,0.0083333,6.8083061
05/05_06.bvh,885,0.0083333,7.3749705
05/05_12.bvh,1354,0.0083333,11.2832882
05/05_13.bvh,1095,0.0083333,9.1249635
05/05_07.bvh,1191,0.0083333,9.9249603
02/02_03.bvh,173,0.0083333,1.4416609
02/02_02.bvh,298,0.0083333,2.4833234
02/02_01.bvh,343,0.0083333,2.8583219
02/02_05.bvh,1854,0.0083333,15.4499382
02/02_10.bvh,2645,0.0083333,22.0415785
02/02_04.bvh,483,0.0083333,4.0249839
02/02_06.bvh,2235,0.0083333,18.6249255
02/02_07.bvh,2251,0.0083333,18.7582583
02/02_09.bvh,1033,0.0083333,8.6082989
02/02_08.bvh,1500,0.0083333,12.49995
20/20_01.bvh,1285,0.0083333,10.7082905
20/20_03.bvh,274,0.0083333,2.2833242
20/20_02.bvh,229,0.0083333,1.9083257
20/20_06.bvh,289,0.0083333,2.4083237
20/20_12.bvh,246,0.0083333,2.0499918
20/20_13.bvh,1617,0.0083333,13.4749461
20/20_07.bvh,243,0.0083333,2.0249919
20/20_11.bvh,232,0.0083333,1.9333256
20/20_05.bvh,230,0.0083333,1.9166590000000001
20/20_04.bvh,248,0.0083333,2.0666584
20/20_10.bvh,519,0.0083333,4.3249827
20/20_09.bvh,652,0.0083333,5.4333116
20/20_08.bvh,214,0.0083333,1.7833262
18/18_10.bvh,1805,0.0083333,15.0416065
18/18_04.bvh,405,0.0083333,3.3749865
18/18_05.bvh,438,0.0083333,3.6499854
18/18_11.bvh,1911,0.0083333,15.9249363
18/18_07.bvh,291,0.0083333,2.4249903
18/18_13.bvh,466,0.0083333,3.8833178
18/18_12.bvh,1253,0.0083333,10.4416249
18/18_06.bvh,407,0.0083333,3.3916531
18/18_02.bvh,301,0.0083333,2.5083233
18/18_03.bvh,592,0.0083333,4.9333136
18/18_15.bvh,1536,0.0083333,12.7999488
18/18_01.bvh,303,0.0083333,2.5249899
18/18_14.bvh,332,0.0083333,2.7666556
18/18_08.bvh,2086,0.0083333,17.3832638
18/18_09.bvh,232,0.0083333,1.9333256
27/27_09.bvh,3775,0.0083333,31.4582075
27/27_08.bvh,3511,0.0083333,29.2582163
27/27_01.bvh,1033,0.0083333,8.6082989
27/27_03.bvh,2150,0.0083333,17.916595
27/27_02.bvh,3565,0.0083333,29.7082145
27/27_06.bvh,2870,0.0083333,23.916571
27/27_07.bvh,1791,0.0083333,14.9249403
27/27_05.bvh,7722,0.0083333,64.3497426
27/27_11.bvh,1937,0.0083333,16.1416021
27/27_10.bvh,7798,0.0083333,64.9830734
27/27_04.bvh,3644,0.0083333,30.3665452
11/11_01.bvh,597,0.0083333,4.9749801
29/29_18.bvh,5960,0.0083333,49.666468
29/29_24.bvh,4252,0.0083333,35.4331916
29/29_25.bvh,4446,0.0083333,37.0498518
29/29_19.bvh,3565,0.0083333,29.7082145
29/29_22.bvh,3261,0.0083333,27.1748913
29/29_23.bvh,4585,0.0083333,38.2081805
29/29_21.bvh,3995,0.0083333,33.2915335
29/29_09.bvh,3737,0.0083333,31.1415421
29/29_08.bvh,2284,0.0083333,19.0332572
29/29_20.bvh,3727,0.0083333,31.0582091
29/29_11.bvh,3720,0.0083333,30.999876
29/29_05.bvh,3718,0.0083333,30.9832094
29/29_04.bvh,3833,0.0083333,31.9415389
29/29_10.bvh,7951,0.0083333,66.2580683
29/29_06.bvh,8042,0.0083333,67.0163986
29/29_12.bvh,15024,0.0083333,125.1994992
29/29_13.bvh,14667,0.0083333,122.2245111
29/29_07.bvh,3150,0.0083333,26.249895
29/29_03.bvh,2260,0.0083333,18.833258
29/29_17.bvh,4306,0.0083333,35.883189800000004
29/29_16.bvh,4433,0.0083333,36.9415189
29/29_02.bvh,3119,0.0083333,25.9915627
29/29_14.bvh,3377,0.0083333,28.1415541
29/29_01.bvh,1316,0.0083333,10.9666228
29/29_15.bvh,4428,0.0083333,36.8998524
16/16_49.bvh,127,0.0083333,1.0583291
16/16_48.bvh,128,0.0083333,1.0666624
16/16_58.bvh,342,0.0083333,2.8499886
16/16_29.bvh,282,0.0083333,2.3499906
